Word,Type,Meaning,Page
rater,(v.t.),"未赶上、错过",212
ravager,(v.t.),"破坏、踩踏、毁坏",48
ravissant,(e (adj.)),"极美的、迷人的、令人陶醉的",86
rayon,(n.m.),"柜台、货架","92, 180"
rayure,(n.f.),划线、条纹,"71, 94"
réaliste,(adj.),"注重现实的、注重的、实际的",78
réalité,(n.f.),"现实、实际",54
rebord,(n.m.),"边、边缘",106
recaler,(v.t.),"(恰恰)考试不及格、在考试中淘汰",128
recette,(n.f.),"烹饪法、调调法",188
réciter,(v.t.),"朗诵、背诵",128
récolte,(n.f.),收获,62
réconciliation,(n.f.),调解、和解,26
réconcilier (v.t.),调解、和解,26
record,(n.m.),纪录,202
récréation,(n.f.),"课间休息、课间自由活动",125
reculer,(v.t.),后退,216
redoubler,(v.t.),"重复、留级、复读","122, 128"
"réduit, e",(adj.),"缩小的、缩减的",54
réfléchir,(v.t.),"思考、考虑",76
refuge,(n.m.),"高山小屋、避难所",56
réfugié,(n.m.),难民、避难者,14
refuser,(v.t.),"拒绝","27, 150"
régaler (se),(v.pron.),"饱餐美食、享受丰富的酒菜",194
regard,(n.m.),"目光、眼神",78
regarder,(v.t.),"看、注视",78
régime,(n.m.),饮食制度、特定食谱,78
région,(n.f.),地区,12
régional,(e, aux (adj.)),地区的,212
registre,(n.m.),"音调、笔调",38
règle,(n.f.),尺寸,124
règlement,(n.m.),结清、付款,166
régler,(v.t.),付款,180
regretter,(v.t.),后悔、感到遗憾,152
régulièrement,(adv.),有规律地,110
rein,(n.m.),肾脏,76
réjouir,(v.t.),高兴,28
relevé,(n.m.),抄录清单,170
"relevé, e",(adj.),"浓味的、味辣的",194
"religieux, se",(adj.),宗教的,24
remarier (se),(v.pron.),再婚,27
rembourser,(v.t.),"偿还、清偿",170
remerciement,(n.m.),感谢,4
Remis,,里斯,13
remonte-pente,(n.m.),(把滑雪者送上山坡的)吊缆,206
remonter,(v.i.),逆流而上,54
rempli,(e (adj.)),装满的,104
remplir,(v.t.),填、充满,168
rencontrer (se),(v.pron.),见面,24
rendez-vous,(n.m.),约会,39
Renne,,雷诺,13
renseignements,(n.m.pl.),"询问、询问、向...提供情况",98
renseigner (v.t.),"告诉我、问...提供",66
rentrée,(n.f.),开学、返回,124
réparer,(v.t.),"修理","102, 216"
répondeur,(n.m.),(电话)自动应答器、自动回答器,142
répondre,(v.t.),回答,142
repos,(n.m.),休息,80
reposer (se),(v.pron.),休息,228
république,(n.f.),共和国,61
réputé,(e (adj.)),"著名的、有名的",188
réseau,(n.m.),网络,140
réservation,(n.f.),预定,212
réservé,(e (adj.)),"谨慎的、克制的、持重的",162
réserver,(v.t.),预定,192
résidence,(n.f.),"住所、住处",108
résister,(v.t.),"抵制、抵抗",87
respecter,(v.t.),"尊重点、尊重",204
respiration,(n.f.),呼吸,76
respirer,(v.i.),"呼吸、曝鼠、松口气",76
responsabilité,(n.f.),"责任、职责",135
retirer,(v.t.),"提取、取出、脱去","96, 168"
retraité,(e, n.),退休者,134
réunion,(n.f.),会议,37
réussir,(v.i.),成功,128
réussite,(n.f.),成功,6
rêve,(n.m.),梦,29
réveil,(n.m.),闹钟,104
revenu,(n.m.),收入,172
révision,(n.f.),整修,216
revue,(n.f.),杂志,178
rez-de-chaussée,(n.m.),底楼,102
ride,(n.f.),皱纹,86
ridé,(e (adj.)),起皱纹的,86
rideau,(n.m.),"帘、帷、幔",104
rien,(n.m.),没有什么东西、微不足道的资料,182
rincer (se),(v.pron.),冲洗,116
ring,(n.m.),"拳击场、摔跤场",206
rire,(n.m.),笑,28
rire (v.i.),笑,28
risque,(n.m.),危险,风险,56
rivage,(n.f.),河岸,54
rivière,(n.f.),河,河流,54
robinet,(n.m.),(流体的)开关、水龙头、阀门,"104, 191"
rocher,(n.m.),"大岩石、岩片",54
roi,(n.m.),国王,71
romantique,(adj.),"浪漫的、富有幻想的",160
rond,(e (adj.)),"圆形的、矮胖的",84
rond-point,(n.m.),圆形广场,圆形广场,218
roquefort,(n.m.),羊乳干酪,176
rosbif,(n.m.),烤牛肉,176
rose,(adj.),"粉红色的、橘红的","68, 176"
rose,(n.f.),玫瑰,60
rosé,(e (adj.)),"淡红的、玫瑰色的",176
rossignol,(n.m.),夜莺,70
rôti,(n.m.),烤肉,176
rouble,(n.m.),卢布(俄罗斯货币单位),170
roue,(n.f.),轮子,216
rouge,(adj.),红色的,84
rouge à lèvres,(n.m.),口红,116
roulé,(e (adj.)),翻卷的,92
rouleau,(n.m.),"滚筒、碾子",188
rouler,(v.i.),"行驶驱动、使转动",172
roumain,(e (adj.)),"罗马尼亚的、罗马尼亚人",15
rousseur,(n.f.),"橙红色、橙黄色",88
rouge,(adj.),红色,88
roux,(sse (adj.)),"红棕色的、橙黄色的、橙红色的",84
ruche,(n.f.),"蜂巢、蜂箱",68
rude,(adj.),"严格的、严峻的",48
rugby,(n.m.),橄榄球,204
ruisseau,(n.m.),"溪、小河",54
rupture,(n.f.),"断裂、决裂",26
sable,(n.m.),沙子,
sac,(n.m.),包,71
sage,(adj.),"聪明的、听话的",128
sage-femme,(n.f.),助产士,132
saigner,(v.i.),"流血、失血",76
saisir,(v.t.),"抓住；(计算机的信息)输入、采集",140
saison,(n.f.),季节,34
salade,(n.f.),"生菜、凉拌生菜、冷盆、色拉",62
saladier,(n.m.),色拉碗、生菜盆,188
salaire,(n.m.),工资、薪水,170
salé,(e (adj.)),咸的,54
salement,(adv.),"肮脏地；龌龊地",67
salifère,(n.f.),(制成上)的油腻面,190
salle,(n.f.),大厅,124
salon,(n.m.),客厅、会客室,104
salopette,(n.f.),工装裤,92
saluer (se),(v.pron.),"致敬、招呼",2
saluer (v.t.),"问候、敬礼",75
sandale,(n.f.),凉鞋、便鞋,178
sandwich,(n.m.),三明治,194
sang,(n.m.),血,76
sang-froid,(n.m.),冷静,78
sanglier,(n.m.),野猪,68
santé,(n.f.),健康,80
sapin,(n.m.),松树,60
sardine,(n.f.),沙丁鱼,68
sauce,(n.f.),调味计,沙司,194
saucisse,(n.f.),红肠、香粉,176
saucisson,(n.m.),粗红肠、大灌肠,176
saumon,(n.m.),"三文鱼、鲑鱼","68, 176"
saut,(n.m.),跳,204
sauter,(v.i.),跳跃,"78, 127, 204"
sauvage,(adj.),"野生的、野性的、粗野的",68
sauvegarder,(v.t.),保存,140
sauver (se),(v.pron.),"逃心",66
savonner (se),(v.pron.),用肥皂洗澡,116
scandinave,(n.m.),斯堪的纳维亚、斯堪的纳维亚语,13
scène,(n.f.),"台、吵架、发脾气；舞台",26
schéma,(n.m.),示意图,215
scolaire,(adj.),学校的,124
scolarité,(n.f.),学业、就学,122
scooter,(n.m.),轻便摩托车,216
laver (se),(v.pron.),(给自己)洗澡、洗澡,98
sec, sèche (adj.),"干的、干燥的","48, 118"
sèche-cheveux,(n.m.),电吹风,116
sèchement,(adv.),"冷淡地、生硬地",228
sécher (se),(v.pron.),"使干、弄干",116
sécher (v.t.),"旷(课)、逃(学)",128
sécheresse,(n.f.),干早,48
secondaire,(adj.),"第二的、次要的",108
seconde,(n.f.),秒钟,34
sécurité,(n.f.),安全,137
séduisant,(e (adj.)),迷人的,86
sein,(n.m.),乳房,胸,174
séjour,(n.m.),"逗留、暂住、旅居",102
séjourner,(v.i.),"逗留、居留",226
sel,(n.m.),盐,88
sélectionner,(v.t.),选择,140
semaine,(n.f.),星期,34
semelle,(n.f.),鞋底,94
Sénégal,(n.m.),塞内加尔,13
sens,(n.m.),"感觉、感官、官能",78
sensibilité,(n.f.),"感受力、敏感性、同情心",162
sentier,(n.m.),小路、小径、小通道,56
sentir (v.t.),"闻、嗅、闻到",60
séparation,(n.f.),分离、分割,26
septembre,(n.m.),九月,34
"sérieux, se",(adj.),"认真的、严谨的",162
serpent,(n.m.),蛇,70
serpillière,(n.f.),擦地用的粗布、粗布拖把,118
serré,(e (adj.)),拥挤的,68
serrer (se),(v.pron.),紧握、抓住,2
serrure,(n.f.),锁,102
serveur,(se (n.)),"咖啡馆、餐厅的服务员",133
serviette,(n.f.),"毛巾、手巾、餐巾",106
servir (v.t.),"端上(饭菜)、摆上(饭菜)；服务、问候、使用……","66, 114, 150"
seul,(e (adj.)),单独的,24
sévère,(adj.),"严厉的、严肃的、严重的",128
shampooing,(n.m.),洗发、洗发液,116
short,(n.m.),短裤,92
siècle,(n.m.),世纪,34
siège,(n.m.),座位,216
siffler,(v.i.),"吹口哨、口哨、嘶叫",70
signature,(n.f.),签名,168
signe,(n.m.),标记、记号,88
signer,(v.t.),签字,168
simple,(adj.),简单、单纯的,212
simultanément,(adv.),同时地,49
singe,(n.m.),猴子,70
site,(n.m.),"风景、风景、遗址、旧址",228
situer (se),(v.pron.),处于......,77
ski,(n.m.),滑雪,57
skieur,(n.m.),滑雪者,206
slave,(adj.),斯拉夫人的,144
slip,(n.m.),短裤,94
SNCF,(n.f.),法国国家铁路公司,212
socialiste,(n.m. et adj.),"社会主义、的、社会党人",61
société,(n.f.),社会,200
sociologie,(n.f.),社会学,126
socio-professionnel, le (adj.),社会职业的,134
socquette,(n.f.),短袜,94
sœur,(n.f.),姐妹,18
sœurs jumelles,(n.f. pl.),孪生姐妹,20
soie,(n.f.),丝绸,94
soif,(n.f.),渴,80
soigné,(e (adj.)),"注重仪表、注意衣着的",88
soir,(n.m.),"傍晚、晚上",36
soirée,(n.f.),"晚上、晚、晚会",36, 154
soit,(conj.),或者,12
sol,(n.m.),地面,106
solaire,(adj.),太阳的,52, 226
solde,(n.m.),"差额、余额、削价出售","170, 180"
soleil,(n.m.),太阳,36
solide,(adj.),多,53
solitude,(n.f.),孤独,27
sombre,(adj.),"阴暗的、昏暗的",108
sommeil,(n.m.),睡眠,80
sommet,(n.m.),"顶、尖、最高峰",56
son,(n.m.),高音,144
sonner,(v.i.),敲响、接铃,102
sortie,(n.f.),"出口、放下、下班",124
sou,(n.m.),(原法国币制货币名,相当于二十分之一法郎),172
souffle,(n.m.),"吹、(风、雨、利、48"
souffler,(v.i.),吹,162
soupe,(n.f.),汤,190
soupière,(n.f.),带盖的大汤碗,188
souple,(adj.),灵活的,可变的,14
source,(n.f.),"水源、源头、发源地",54
sourcil,(n.m.),眉毛,78
sourd,(e (adj.)),聋的,78
sourire,(n.m.),微笑,84
souris,(n.f.),鼠标,140
sous-sol,(n.m.),地下室,104
souterrain,(e (adj.)),地下的,212
soutien-gorge,(n.m.),胸罩,94
souvenir,(n.m.),纪念品,226
spectacle,(n.m.),"演出、表演、景象、场景",200
splendide,(adj.),"壮丽的、辉煌的",46
sport,(n.m.),运动,体育,124
squash,(n.m.),壁球,204
squelette,(n.f. pl.),"骨骼、构架、框架",74
stade,(n.f.),体育场,204
stagiaire,(n.),实习生,134
station,(n.f.),"电视台、广播电台、电视台",144
station-service,(n.f.),加油站,216
statut,(n.m.),身份、地位,14
steack,(n.m.),(英语)牛排,176
stéréo,(adj.),立体声的,144
steward,(n.m.),(客机上的)男服务员,214
stocker,(v.t.),储存、储备,140
Strasbourg,,斯特拉斯堡,13
stretching,(n.m.),肌肉伸展性各运动(以伸展、肌肉为目的的)体操,206
strict,(e (adj.)),"严格的、绝对的、一丝不苟的",128
structure,(n.f.),结构,74, 190
studio,(n.m.),"单间公寓、单间套房",108
stylo-bille,(n.m.),圆珠笔,124
stylo-plume,(n.m.),钢笔,124
sucre,(n.m.),糖,180
sud,(n.m.),南,52
suédois,(n.m.),瑞典语,13
suffixe,(n.m.),词尾,结构,10
suisse,(adj.),瑞士的,166
suite,(n.f.),连接、连续,36
suivre (v.t.),"照着、顺着……走、……走",54
super,(adj.),"极好的、绝妙的",47
superficie,(adj. (adj.)),"表面的、肤浅的",162
supérieur,(e (adj.)),"上部的、优秀的",74
supermarché,(n.m.),超级市场,180
supporter (n.m.),"支持者、啦啦队员",204
surf,(n.m.),冲浪,206
surface,(n.f.),面积,表面,180
surveiller (v.t.),监视,128
survêtement,(n.m.),层运动外套,92
suspendre,(v.t.),"悬、挂、托",104
symbole,(n.f.),象征,60
sympa,(adj.),"友好的、讨人喜欢的",128
sympathie,(n.f.),"同情、好感、亲和力",28
synonyme,(adj.),同义的,98
synthétique,(adj.),合成的,94
Syracuse,,锡拉库萨(意),12
systématiquement,(adv.),一贯地、从头至尾地,2
système,(n.m.),系统、体系,52
tabac,(n.m.),"烟草、烟叶、烟丝",178
tableau,(n.m.),"画、图画",106
tache,(n.f.),斑点,88
taille,(n.f.),身材,84
taille-crayon,(n.m.),卷笔刀,124
tailleur,(n.m.),(用法)料理手的、西式上装带裙子的女式套装,92
taire (se),(v.pron.),"沉默、不说话",154
talentueux,(se (adj.)),"有才能的、有才华的",132
talon,(n.m.),脚跟,94
tante,(n.f.),姑妈、姨妈,18
taper,(v.t.),敲打,76
tapis,(n.m.),地毯,106
tarte,(n.f.),奶油水果陷饼、塔,176
tartine,(n.f.),(涂有黄油的)面包片,190
taxi,(n.m.),出租车,218
tchin-tchin,(n.m.),(碰杯时说)请、请,6
technologie,(n.f.),技术、工艺,140
teindre,(v.t.),"把……染色、(用颜料)涂",178
teint,(n.m.),面色、脸面,84
teinturier, ière (n.),"染匠、洗染商",178
télécommande,(n.f.),遥控,144
télécopie,(n.f.),传真,142
télécopier,(v.t.),电、电话,142
téléphonique,(adj.),电话的,142
télévisé,(e (adj.)),电视的,144
télévision,(n.f.),电视机、电视,144
témoin,(n.m.),证人、目击者,24
température,(n.f.),温度,46
tempéré,(e (adj.)),温和的,48
tempête,(n.f.),"风暴、暴风雨",48
temple,(n.m.),教堂、庙宇、寺院,11
tendresse,(n.f.),柔情,28
tennis,(n.m.),网球,202
tente,(n.f.),帐篷,224
terme,(n.m.),词、术语,172
terminaison,(n.f.),(语)词尾,10
terminale,(n.f.),(法)中学的毕业班,128
terminer (se),(v.pron.),结束,10
terrain,(n.m.),场地,"124, 204"
terrasse,(n.f.),(咖啡馆、餐馆设在人行道旁的)露天座,194
terre,(n.f.),"地球、地面、土地",52
terrestre,(adj.),"地球的、陆地的",52
tête,(n.f.),头、脑袋,74
TGV,(n.m.),高速火车,212
thé,(n.m.),茶、茶叶,150
thon,(n.m.),金枪鱼,176
ticket,(n.m.),票、入场券、车票,178
tigre,(n.m.),虎,70
timbre-poste,(n.m.),邮票,178
timide,(adj.),"胆小的、羞怯的",162
timidité,(n.f.),"腼腆、羞怯、胆怯",160
tirer,(v.t.),"拉、拖、牵、引",66
tiroir,(n.m.),抽屉,104
tissu,(n.m.),布料,94
toile,(n.f.),网,68
toilettes,(n.f. pl.),"厕所、卫生间、抽水马桶",80, 106
toit,(n.m.),房顶,102
tolérant,(e (adj.)),"宽容的、宽容的",162
tomate,(n.f.),西红柿,62
tombe,(n.f.),墓,28
tomber,(v.i.),坠落、跌倒,11
tonalité,(n.f.),(电话)拨号音、音、气氛,142
tondre,(v.t.),剪、剪下、修剪,60
tonnerre,(n.m.),山、雷声,48
torchon,(n.m.),抹布,114
tornade,(n.f.),龙卷风,48
torrent,(n.m.),"激流、湍流、流水",48
torride,(adj.),"酷热的、炎热的",46
tort,(n.f.),错误,156
touche,(n.f.),"键、按键",142
touché,(e (adj.)),"被感动的、击中、打中",48, 162
toucher,(n.m.),触摸,78
toucher (v.t.),触摸,78
tour,(n.m.),"环境、周围、一周、转动、旋转","144, 200"
tourisme,(n.m.),旅游,224
touristique,(adj.),旅游的、游览的,178
tourne-disque,(n.m.),唱机,144
tourner,(v.t.),"转动；转向、运转","52, 218"
tournoi,(n.m.),联赛、竞赛,202
Toussaint,(n.f.),万圣节,诸圣瞻礼节,60
tracer,(v.t.),划线,125
tradition,(n.f.),传统,60
train,(n.m.),火车,212
traitement,(n.m.),处理,140
tramway,(n.m.),有轨电车,214
tranche,(n.f.),薄片,180
transférer,(v.t.),"转移、搬移、转账",170
transistor,(n.m.),半导体收音机、晶体管收音机,144
transmettre,(v.t.),转送、转交,152
transpiration,(n.f.),出汗,76
transpirer,(v.i.),出汗,76
transport,(n.m.),运输,212
travailleur, se (adj.),"勤劳的、用功的",162
travaux,(n.m. pl.),"活计、活儿、工作",102
traversée,(n.f.),横渡、穿过,214
traverser (v.t.),通过,214
tremblement (n.m.),"震动、抖动",52
trésor,(n.m.),宝藏、宝贝,25
tresse,(n.f.),"辫子、发辫",86
tribunal,(n.m.),"法庭、法院",134
tricot,(n.m.),"针织物、毛衣",200
trinquer,(v.i.),"碰杯、祝酒",6
triomphe,(n.m.),胜利,49
triste,(adj.),忧伤,28
tristesse,(n.f.),"悲伤、伤心",28
tromper (se),(v.pron.),"弄错、失误",154
tronc,(n.m.),树干,60
tropical,(e, aux (adj.)),热带的,48
trottoir,(n.m.),人行道,218
troupeau,(n.m.),一群、伙,66
trousse,(n.f.),"文具盒、箱、包",226
truite,(n.f.),鲑鱼,鲜鳟,176
T-shirt,(n.m.),T恤衫,92
tube,(n.f.),管、筒,180
tulipe,(n.f.),郁金香,60
tunis,(n.m.),"调音、调谐设备",144
Tunisie,(n.f.),突尼斯,10
turc, turque (adj.),土耳其的,土耳其人,10
tutoiement,(n.m.),用“你”称呼,2
tutoyer (se),(v.pron.),用“你”称呼,2
tuyau,(n.m.),管道、水管,"106, 132"
Ukraine,(n.f.),乌克兰,13
uni,(e (adj.)),单色的,94
union,(n.m.),"联合、团结",24
unique,(adj.),"单独的、唯一的","20, 218"
univers,(n.m.),"宇宙、世界",52
université,(n.f.),大学,122
urdu,(n.m.),"乌尔都语(巴基斯坦的国语之一)",12
Uruguay,(n.m.),乌拉圭,10
usage,(n.f.),"习惯、惯例","2, 192"
usine,(n.f.),工厂,134
vache,(n.f.),奶牛,66
vague,(n.f.),浪、波涛,54
vaisselle,(n.f.),(集合名词)餐具,114
valeur,(n.f.),价值,171
valider,(v.t.),"确认、认可、使生效",168
valise,(n.f.),手提箱,"102, 224"
vallée,(n.f.),"河谷、山谷",54
valoir,(v.i.),"价值、等于、属于应该",224
vanille,(n.f.),香草精,78
Var,(n.m.),瓦尔(省),12, 86
varier,(v.t.),"变化、使多样化",2
variété,(n.f.),"通常的收费节目单",144
vase,(n.f.),"罐、瓶、盆",106
veau,(n.m.),"小牛、小牛肉",66
végétal,(e, -aux (n.m.)),植物,176
végétarien, en (n.),素食者,195
véhicule,(n.m.),车辆,216
veille,(n.f.),"前天、前一夜",34
vélo,(n.m.),自行车,57
vendanges,(n.m.pl.),葡萄收获季节,62
vendeur, se (n.),"售货员、营业员","132, 180"
vendre,(v.t.),卖、出售,176
Venezuela,(n.m.),委内瑞拉,10
vent,(n.m.),风,46
ventre,(n.m.),"腹部、肚子",74
verger,(n.m.),果园,62
verglas,(n.m.),薄冰,48
vérifier,(v.t.),"检验、核实",152
vérité,(n.f.),"真理、真相",154
vernis à ongles,(n.m.),指甲油,116
verre,(n.m.),"玻璃杯、玻璃酒杯",115
verser,(v.t.),"缴、缴纳、支付",172
vert,(e (adj.)),绿色的,54
vertébral, e, -aux (adj.),脊柱的,74
vertèbre,(n.f.),脊椎骨,74
verveine,(n.f.),"马鞭草、马鞭草茶",192
veste,(n.f.),上衣,92
vêtement,(n.m.),衣服,92
vétérinaire,(n.),兽医,133
veuf,(n.m.),鳏夫,28
veuve,(n.f.),寡妇,128
viande,(n.f.),"(牲畜、家禽的)肉、肉类",66
vice versa,(loc. adv.),反过来也一样、反之亦然,86
victime,(n.m.),受害者,79
victoire,(n.f.),胜利,202
vidéo,(adj.),"视频的、图像的",144
vieillesse,(n.f.),"老年、衰老",20
vieillir,(v.i.),"变老、衰老",20
viennaiserie,(n.f.),糕点,176
vieux, vieille (adj.),"年老的、年长的",86
vigne,(n.f.),"葡萄树、葡萄园",62
vigneron, ne (n.),"梅海种植者、葡萄酒酿造者",134
village,(n.m.),村庄,56
ville,(n.f.),城市,218
violet, te (adj.),"紫色的、紫罗兰色的",182
violon,(n.m.),小提琴,79
violoniste,(n.m.),小提琴家,29
virage,(n.m.),"拐角、弯道、改变方向",218
virement,(n.m.),"转账、划账",170
virer,(v.t.),"转账、划账",170
visa,(n.m.),签证,224
visage,(n.m.),脸,74
viscose,(n.f.),粘胶纤维,94
vitesse,(n.f.),速度,218
vitre,(n.m.),(门的)窗的玻璃,118
vitrine,(n.f.),橱窗,180
vivant,(e (adj.)),活着的,128
vivre,(v.i.),生活,24
vodka,(n.f.),伏特加酒,176
vœu,(n.m.),心愿,6
voie,(n.f.),"铁道、铁轨",212
voilage,(n.m.),大的窗纱帘,106
voile,(n.f.),帆,206
voisin,(n.m.),邻居,102
voiture,(n.f.),客车车厢,212
vol,(n.m.),"飞行、飞行航班",214
volaille,(n.f.),家禽,66, 176
volant,(n.m.),方向盘,216
volant (n.m.),羽毛球,216
voler,(v.i.),飞,70
volet,(n.m.),"护窗板、百叶窗",106
voleur,(n.m.),"扒手、贼",67
volley-ball,(n.m.),排球,204
volontiers,(adv.),"乐意地、自愿地",150
volume,(n.f.),"音高、音量",144
vouvroiement,(n.m.),用“您”称呼,2
voyage,(n.m.),旅行,24
voyageur,(n.m.),旅客,212
vrai,(e (adj.)),"真实的、确实的",6
vue,(n.f.),"视觉、视力、观点、意见",78, 156
wagon,(n.m.),车厢,212
whisky,(n.f.),威士忌,176
yaourt,(n.m.),酸奶,190
yen,(n.m.),日元,170
zapper,(v.i.),用遥控器来转换电视频道,144
zèbre,(n.m.),斑马,70
zéro,(n.m.),零,38
Zimbabwe,(n.m.),津巴布韦,10
zoo,(n.m.),动物园,70, 200
zut,(interj.),"得子、见鬼、倒霉",150